property,network,result,lower_bound,upper_bound,time,steps
4,3-2,unsat,1.0,1.0,0.012565617,8
4,3-3,unsat,1.0,1.0,0.025341143,29
4,3-4,unsat,1.0,1.0,0.004268181,3
4,3-5,unsat,1.0,1.0,0.014804867,13
4,3-6,unsat,1.0,1.0,0.005921219,5
4,3-7,unsat,1.0,1.0,0.003920076,4
4,3-8,unsat,1.0,1.0,0.009195562,7
4,3-9,unsat,1.0,1.0,0.0120357,10
4,4-1,unsat,1.0,Inf,0.001350747,1
4,4-2,unsat,1.0,1.0,0.016492003,12
4,4-3,unsat,1.0,1.0,0.010147524,5
4,4-4,unsat,1.0,1.0,0.00806894,4
4,4-5,unsat,1.0,1.0,0.003551322,3
4,4-6,unsat,1.0,1.0,0.009305192,4
4,4-7,unsat,1.0,1.0,0.007231916,8
4,4-8,unsat,1.0,1.0,0.025911214,29
4,4-9,unsat,1.0,1.0,0.005041971,5
4,5-1,unsat,1.0,1.0,0.006195641,5
4,5-2,unsat,1.0,1.0,0.002845482,2
4,5-3,unsat,1.0,1.0,0.008836655,8
4,5-4,unsat,1.0,1.0,0.005705424,5
4,5-5,unsat,1.0,1.0,0.008228716,5
4,5-6,unsat,1.0,1.0,0.004054389,4
4,5-7,unsat,1.0,1.0,0.031946708,4
4,5-8,unsat,1.0,1.0,0.00855489,7
4,5-9,unsat,1.0,1.0,0.003415929,3
